Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature
2023,May,Telangana,Medchal Malkajgiri,175,5044,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",0.3,7.12,1205,6.2,6.8,36,140,76,2.6,792,25
2023,May,Telangana,Medchal Malkajgiri,176,5045,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",0.3,7.34,1204,8,4.84,12,137,83,1.62,780,25
2023,May,Telangana,Medchal Malkajgiri,177,5046,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.42,656,6,2.8,27,62,88,1.8,402,25
2023,May,Telangana,Medchal Malkajgiri,178,5047,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",0.3,7.01,902,8,3.92,14,122,87,1.84,586,25
2023,May,Telangana,Medchal Malkajgiri,181,5050,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.06,1104,10,4.82,17,148,106,2.68,704,25
2023,May,Telangana,Medchal Malkajgiri,182,5051,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",4.4,7.33,1318,4,3.12,12,169,43,1.82,830,25
2023,May,Telangana,Medchal Malkajgiri,184,5053,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",0.3,7.49,914,6,1.68,8,134,79,1.18,542,25
2023,May,Telangana,Medchal Malkajgiri,185,5054,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",3,7.45,978,3.8,3.06,8,114,32,0.96,606,25
2023,May,Telangana,Medchal Malkajgiri,186,5055,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",0.3,7.3,715,10,2.94,8,102,91,0.74,442,25
2023,May,Telangana,,187,5056,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Dried Up,,,,,,,,,,25
2023,May,Telangana,Medchal Malkajgiri,188,5057,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",0.3,7.64,1526,16,4.82,24,164,188,1.09,952,25
2023,May,Telangana,Medchal Malkajgiri,189,5058,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",2.9,7.6,1152,5,3.68,16,132,40,0.96,742,25
2023,May,Telangana,Medchal Malkajgiri,190,5059,"Gopi Cheruvu,  Lingampally, Serilingampally, Rangareddy Dist.",0.3,7.72,1482,12,4.08,10,167,127,2.08,934,25
2023,May,Telangana,Medchal Malkajgiri,191,5060,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",0.3,7.7,1328,8,3.6,14,158,71,1.46,824,25
2023,May,Telangana,Medchal Malkajgiri,192,5061,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",0.3,7.7,1068,10,3.74,12,134,127,2.42,658,25
2023,May,Telangana,Medchal Malkajgiri,193,5062,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",2,7.3,936,4,5.4,31,130,56,2.8,582,25
2023,May,Telangana,Medchal Malkajgiri,195,5111,"Nagireddy Kunta (Yapral Cheruvu), Yapral",3.8,7.16,1732,3.2,5.24,21,222,35,3.12,1092,25
2023,May,Telangana,Medchal Malkajgiri,196,5112,"Kamuni Cheruvu, Kukatpally",1.1,7.02,1143,5.8,3.84,15,152,102,2.54,708,25
2023,May,Telangana,Medchal Malkajgiri,197,5113,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",0.3,6.9,1040,16,3.42,8,142,214,2.12,648,25
2023,May,Telangana,Rangareddy,200,5116,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",0.3,7.74,1286,12,5.83,15,190,138,2.18,810,25
2023,May,Telangana,Rangareddy,202,5118,"Kotha Kunta, Haffezpet, Serilingampally (M)",0.3,7.72,982,12,3.88,14,132,134,1.82,624,25
2023,May,Telangana,Rangareddy,203,5119,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",0.3,7.54,1352,18,4.74,26,164,293,2.96,852,25
2023,May,Telangana,Rangareddy,204,5120,"Thammidi Kunta, Khanamet, Serilingampally",0.3,7.64,1398,10,5.8,12,204,115,2.96,866,25
2023,May,Telangana,Rangareddy,205,5121,"Pale Cheruvu, Kattedan",0.3,7.12,1686,12,5.84,12,192,155,3.06,1062,25
2023,May,Telangana,Rangareddy,208,5124,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",5,7.66,686,2,4.28,5,140,40,0.4,418,25
2023,May,Telangana,Rangareddy,210,5126,"Bathula Cheruvu, Amangal, Hayathnagar",0.3,7.75,1863,8,5.2,15,222,90,4.2,1120,25
2023,May,Telangana,Rangareddy,211,5127,"Kummari Kunta, Amangal, Hayathnagar",0.3,7.1,805,8,3.6,14,99,110,1.4,480,25
2023,May,Telangana,Rangareddy,212,5128,"Palle Cheruvu, Mylardevpalli, Rajendranagar",0.3,6.84,1856,10,6.53,12,202,99,2.96,1170,25
2023,May,Telangana,Rangareddy,213,5129,"Erra Kunta, Laxmiguda, Rajenderanagar",0.3,7.16,1474,8,5.46,15,144,89,2.84,914,25
2023,May,Telangana,Rangareddy,214,5130,"Pathikunta, Budwel, Rajendranagar",2.8,7.11,1082,5.2,4.2,10,110,83,1.36,680,25
2023,May,Telangana,Rangareddy,215,5131,"Yellamma Cheruvu, Manikonda, Rajenderanagar",0.3,7.73,1493,10,8.03,16,148,123,2.68,911,25
2023,May,Telangana,Sample was not submitted by RO.,216,5132,"Malkam Cheruvu, Raidurgam, Serilingampally",3.6,7.23,1327,24,NA,62,193,100,2,768,25
2023,May,Telangana,Rangareddy,217,5133,"Chandana Cheruvu, Jillelguda,",1,7.64,1384,12,3.8,15,144,179,4.2,830,25
2023,May,Telangana,Rangareddy,218,5134,"Manthrala Cheruvu, Meerpet",0.3,7.08,1560,16,5.2,12.2,202,204,2,936,25
2023,June,Telangana,Warangal Rural,57,1172,U/s of Musi at Gandipet (Osmansagar lake),6.1,7.97,422,1.8,0.5,5,54,38,0.4,266,25
2023,June,Telangana,Shamshabad,58,1215,Madannapet Lake,6,7.34,522,1.8,1.86,4,56,26,0.4,330,25
2023,June,Telangana,Sangareddy,59,1780,Gandigudem Tank,5.4,7.26,1925,6.7,34,9.8,274,76,,1174,25
2023,June,Telangana,Sangareddy,61,2347,Asani Kunta,NIL,6.65,4750,46,45,46.9,992,480,,2898,25
2023,June,Telangana,Sangareddy,64,4243,"Isnapur Tank,",6.5,6.71,5030,9,44,10.9,695,104,,3068,25
2023,June,Telangana,Sangareddy,65,4302,Rudraram Tank,5.7,6.28,2708,9.2,28,10.6,368,108,,1652,25
2023,June,Telangana,Sangareddy,67,4241,"Chitkul Tank,",6,6.99,1952,5.8,35,6.3,318,60,,1191,25
2023,June,Telangana,Sangareddy,68,4242,"Lakadaram Cheruvu,",5.9,7.08,1042,5.2,22,5.9,207,52,,636,25
2023,June,Telangana,RR-shamshabad,70,1789,Himayathsagar lake,6,7.65,648,1.8,0.8,4,86,37,0.4,402,25
2023,June,Telangana,Medchal Malkajgiri,71,3069,"Shameerpet lake, Shameerpet",5.9,7.42,784,2,0.3,3,125,28,0.4,478,25
2023,June,Telangana,Medchal Malkajgiri,72,3078,"Pragathinagar cheruvu, Kukatpally",0.3,7.1,1280,6,4,18,146,82,1.2,816,25
2023,June,Telangana,Medchal Malkajgiri,73,2340,Lakshminarayana cheruvu,3.2,7.43,1644,4.8,8,12,256,63,2.6,1018,25
2023,June,Telangana,RR-shamshabad,74,1788,Saroornagar Lake / Large Tank,0.3,6.94,1255,10,0.67,14,152,122,1.42,802,25
2023,June,Telangana,RR-shamshabad,75,4234,"Umda sagar lake, Shamshabad ",0.3,7.12,1244,10,0.8,16,220,152,1.54,802,25
2023,June,Telangana,Yadadri Bhuvanagiri,76,1464,Bibinagar Tank,5.8,6.96,1339,5,26,6.5,184,64,,817,25
2023,June,Telangana,Mulugu,77,3068,Ramappa lake,5.2,7.56,282,2.8,0.3,6,28,55,0.4,170,25
2023,June,Telangana,Warangal,78,1447,Dharmasagar tank,5.9,7.48,349,1.8,1.67,9,32,28,0.4,204,25
2023,June,Telangana,Warangal Urban,79,2346,Bhadrakali Cheruvu,5.1,8.01,402,2.6,1.06,7,48,38,0.4,266,25
2023,June,Telangana,Warangal Urban,80,3084,"Waddepally tank, Kazipet",5,7.24,522,2.6,2.6,10,58,36,0.4,324,25
2023,June,Telangana,Warangal Urban,81,3085,Chinnawaddepally tank,0.3,7.63,1382,8,4.3,14,128,92,1.4,910,25
2023,June,Telangana,Warangal Urban,83,2345,Sai Cheruvu,0.3,6.68,5210,14,8.8,11,1088,232,0.4,3201,25
2023,June,Telangana,Jagityal,84,4222,"Koneru, Kondagattu temple, Jagitiyal",4.2,7.56,1035,2.6,1.2,12,138,66,0.4,682,25
2023,June,Telangana,Rajanna Siricilla,85,4223,"Vemulawada temple  Koneru , Karimnagar",4.2,7.66,1204,3,1.4,15,148,58,0.4,718,25
2023,June,Telangana,Sangareddy,87,4230,Kistaipally Cheruvu,5.9,6.71,4150,10.8,42,10.5,599,116,,2532,25
2023,June,Telangana,Sangareddy,88,4231,"Rayam Cheruvu,",6.1,6.82,1703,6.1,23,6.8,295,64,,1039,25
2023,June,Telangana,Siddipet,89,4232,"Komati Cheruvu,",5.9,7.01,894,3.9,19,4.5,132,42,,545,25
2023,June,Telangana,RR-shamshabad,90,4235,Lake Kamuni (Shamshabad Lake),0.3,6.99,1388,10,10.08,18,168,120,1.2,824,25
2023,June,Telangana,Sangareddy,91,4233,"Gaddapotharam cheruvu,",5.4,6.5,3810,9.6,50,14,651,98,,2324,25
2023,June,Telangana,Sangareddy,92,4238,"Ameenpur Cheruvu,",6.3,6.75,1396,6.7,28,8.5,195,80,,852,25
2023,June,Telangana,Sangareddy,93,4239,"Mahaboobsagar Tank,",6.2,6.76,1128,3.9,15,4.8,148,44,,688,25
2023,June,Telangana,Sangareddy,94,4244,"Erdanoor Tank,",6.1,7,2275,5.2,30,4.7,320,68,,1388,25
2023,June,Telangana,Sangareddy,95,4245,"Mallepally Tank,",6,7.29,2852,5.3,24,4.4,345,62,,1740,25
2023,June,Telangana,Warangal Urban,96,4247,"Mucharla Nagaram cheruvu, Warangal",4.8,7.38,944,3,3.26,14,92,42,0.4,580,25
2023,June,Telangana,Warangal Urban,97,4248,"Koti Cheruvu, Hanamkonda, Warangal",2,6.77,788,4,2.8,12,82,56,0.4,520,25
2023,June,Telangana,RR-shamshabad,98,4229,Neknampur Lake,0.3,7.04,1554,15,7.89,18,186,131,2.24,980,25
2023,June,Telangana,Warangal Urban,99,4249,"Rangasamudram, Warangal",3,7.41,727,4,3.2,14,72,52,0.4,436,25
2023,June,Telangana,Sangareddy,100,4661,Peddakanjarla Tank,6.5,6.72,489,3.4,8,3.6,48,36,,298,25
2023,June,Telangana,Sangareddy,101,4666,Ismailkhanpet Tank,6.2,6.28,1154,4.6,14,3.5,195,52,,704,25
2023,June,Telangana,Rangareddy,102,4670,"Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",2.5,7,554,4.8,0.62,6,55,62,0.42,360,25
2023,June,Telangana,Hyderabad,103,4675,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",3.4,6.9,660,3.8,1.12,8,100,51,0.84,402,25
2023,June,Telangana,Mulugu,104,4680,Laknavaram lake,5.8,7.1,244,2.8,0.5,8,24,38,0.4,148,25
2023,June,Telangana,Warangal Rural,105,4681,Pakala lake Narsampet,6,7.69,224,1.2,0.72,8,26,18,0.4,132,25
2023,June,Telangana,Warangal,106,4682,Bandham Cheruvu,4.2,7.36,1406,2.8,3.2,32,174,42,0.4,872,25
2023,June,Telangana,Sangareddy,107,4688,"Narinja River, Kothur - B (V), Zaheerabad",6,6.62,1186,3.8,19,4.3,134,44,,723,25
2023,June,Telangana,Hyderabad,108,1391,Hussain sagar Lake,0.3,7.94,1328,8,1.88,16,172,112,1.4,780,25
2023,June,Telangana,Hyderabad,109,3071,Langarhouse lake,0.3,6.99,1402,6,5.2,44,162,67,3.4,916,25
2023,June,Telangana,Hyderabad,110,2341,Miralam tank,0.3,7.08,1451,8,8.4,18,203,123,1.4,914,25
2023,June,Telangana,Medchal Malkajgiri,111,3073,"Hasmathpet lake, Hasmathpet",0.3,7.21,1298,8,6,26,142,143,3.4,792,25
2023,June,Telangana,Medchal Malkajgiri,112,3072,Safilguda lake,0.3,7.44,1402,8,6,38,152,98,3.3,930,25
2023,June,Telangana,Medchal Malkajgiri,113,3075,Rangadhamuni cheruvu,0.3,7.26,1288,12,8,38,152,166,3.2,804,25
2023,June,Telangana,Medchal Malkajgiri,114,3076,"Amber cheruvu, Kukatpally",0.3,7.27,1232,8,4.2,22,154,139,4.6,764,25
2023,June,Telangana,Medchal Malkajgiri,115,3077,"Kapra cheruvu, Kapra",2,6.84,1018,5.2,8,16,160,88,0.8,590,25
2023,June,Telangana,RR-shamshabad,116,2357,Durgam cheruvu,2.4,6.79,850,3.2,3.84,28,132,48,0.8,528,25
2023,June,Telangana,Medchal Malkajgiri,117,2344,Nalla cheruvu,0.3,7.16,1576,8,6,32,196,111,2.86,992,25
2023,June,Telangana,Medchal Malkajgiri,118,2359,Pedda Cheruvu (Peerjadhi guda),0.3,7.32,1366,8,6,28,147,122,4,892,25
2023,June,Telangana,RR-shamshabad,119,2342,Noor Md. Kunta,0.3,7.29,1704,9,6,31,250,159,1.5,1074,25
2023,June,Telangana,Medchal Malkajgiri,120,3070,"Fox sagar, Jeedimetla",2.2,7.24,1262,4.2,7,16,200,72,0.6,770,25
2023,June,Telangana,Hyderabad,121,3074,Banjara Lake,0.3,6.98,1259,6,10,36,154,88,2.4,780,25
2023,June,Telangana,Sangareddy,124,3086,Saki Tank,6.2,8.12,1026,3.9,26,4,130,40,,626,25
2023,June,Telangana,Hyderabad,126,4667,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",0.3,7.22,1794,6,8.24,17,279,74,2.24,1130,25
2023,June,Telangana,Rangareddy,130,4672,"Medi Kunta (Wipro Lake), Nanakramguda",3.7,8.63,889,1.8,6,18,130,20,0.8,510,25
2023,June,Telangana,Rangareddy,132,4674,"Meedi Kunta, Hafeezpet (V), Serlingampally",2.6,7,646,5.2,4,10,95,58,0.4,394,25
2023,June,Telangana,Medchal Malkajgiri,133,4676,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",0.3,7.17,1620,8,8,28,174,115,2.2,1020,25
2023,June,Telangana,Medchal Malkajgiri,134,4677,"Lingam Cheruvu, Suraram (V), Quthubullapur",0.3,7.25,1320,8,10.7,18,192,143,1.46,840,25
2023,June,Telangana,Rangareddy,135,4678,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",0.3,7.45,1140,12,2.62,12,168,207,0.42,702,25
2023,June,Telangana,Rangareddy,136,4679,HUDA Park Lake,0.3,6.64,2738,10,8.9,15,434,132,2.72,1640,25
2023,June,Telangana,Warangal,137,4683,"Pedda cheruvu, Madikonda",3.2,7.17,734,2.6,3.8,13,78,48,0.4,426,25
2023,June,Telangana,Sangareddy,138,4684,Campus Lake Icrisat,5.5,6.64,589,4.6,9,4.2,63,48,,359,25
2023,June,Telangana,Sangareddy,139,4685,Surisigal Lake Icrisat,5.8,6.58,1193,4.2,20,3.2,132,48,,728,25
2023,June,Telangana,Sangareddy,140,4686,Icrisat Lake,6.1,6.5,1126,4.4,19,3.3,144,44,,687,25
2023,June,Telangana,Sangareddy,141,4687,Red Lake Icrisat,5.8,6.71,1124,5.8,28,4.3,140,68,,686,25
2023,June,Telangana,Hyderabad,142,4689,"Sunnam Kunta, Jubille hills",2.2,6.68,502,3.6,2.28,6,69,78,0.58,310,25
2023,June,Telangana,Hyderabad,143,4690,"Banjara Kunta (Singadi Kunta), Shaikpet",2,7,1002,3.2,4.24,15,135,78,1.46,640,25
2023,June,Telangana,RR-shamshabad,144,4691,"Nagole Cheruvu, Uppal Malkajigiri District.",0.3,7.2,1322,6,10.5,12.9,149,76,1.36,802,25
2023,June,Telangana,Medchal Malkajgiri,145,4692,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",0.3,7.49,846,8,0.5,5.2,117,116,0.52,516,25
2023,June,Telangana,Medchal Malkajgiri,149,4696,"Parki Cheruvu, Kukatpally (V), Balanagar",0.3,7.19,1244,8,12.8,20,190,88,2.9,810,25
2023,June,Telangana,RR-shamshabad,152,4699,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",4.2,7.14,522,2.2,0.98,6.8,71,28,0.4,320,25
2023,June,Telangana,Rangareddy,154,4701,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",2.2,7.22,1204,6,7.94,8,147,55,1.84,744,25
2023,June,Telangana,Rangareddy,155,4702,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",3.8,7.15,1757,37,NA,61.7,218,136,33,958,25
2023,June,Telangana,Rangareddy,157,4704,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",1.6,6.77,842,5,1.26,18,91,80,0.48,524,25
2023,June,Telangana,Medchal Malkajgiri,158,4705,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",0.3,7.23,1687,9,7,21,188,127,3.1,1026,25
2023,June,Telangana,Hyderabad,160,5030,"Naya Quila Talab, Golconda, Hyderabad",1.2,7.62,1264,5.2,3.36,20,184,66,2.06,782,25
2023,June,Telangana,Hyderabad,162,5032,"Kotha Cheruvu, Shaikpet, Hyderabad",2.2,7.28,1133,4.8,7.28,16,145,62,1.08,722,25
2023,June,Telangana,Hyderabad,164,5034,"Shikari Kunta, Shaikpet, Hyderabad",4.4,7.02,1022,4,2.86,14,142,39,1.56,634,25
2023,June,Telangana,Hyderabad,165,5035,"Bathur Kunta, Shaikpet, Hyderabad",4.2,7.12,1054,4.2,11.24,16,142,51,2.28,642,25
2023,June,Telangana,Medchal Malkajgiri,167,5037,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",0.3,7.25,1714,12,4.96,18,208,161,3.02,1080,25
2023,June,Telangana,Hyderabad,169,5039,"DMRL,  Lake, Kanchanbagh, Hyderabad",0.3,6.96,1124,6,7.84,10,166,86,1.84,702,25
2023,June,Telangana,Medchal Malkajgiri,170,5040,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",0.3,7.08,1205,20,5.7,16,143,239,1.12,782,25
2023,June,Telangana,Medchal Malkajgiri,171,5041,"Pathulguda, Uppal, Medchal Dist.",0.3,7.52,1363,3.6,2.7,14,160,48,1.48,830,25
2023,June,Telangana,Medchal Malkajgiri,172,5042,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",0.3,6.77,1502,12,9.73,14,164,215,1.84,866,25
2023,June,Telangana,Medchal Malkajgiri,173,5043,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",0.3,7.18,1059,10,3.8,9,166,120,2.8,692,25
2023,June,Telangana,Medchal Malkajgiri,174,5044,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",0.3,7.46,1221,8,10,32,140,115,2.8,768,25
2023,June,Telangana,Medchal Malkajgiri,175,5045,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",0.3,7.13,1455,12,6,12,164,183,1.4,938,25
2023,June,Telangana,Medchal Malkajgiri,176,5046,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.43,644,8,1.33,9,95,120,0.4,401,25
2023,June,Telangana,Medchal Malkajgiri,177,5047,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",0.3,7.52,1310,10,3.4,10,152,140,5.2,786,25
2023,June,Telangana,Medchal Malkajgiri,178,5048,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",0.3,6.9,1032,9,0.84,11,132,100,0.78,620,25
2023,June,Telangana,Medchal Malkajgiri,180,5050,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.23,1502,12,4.2,12,178,160,4.2,902,25
2023,June,Telangana,Medchal Malkajgiri,181,5051,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",0.3,7.46,1487,14,3.8,12,188,120,5.4,892,25
2023,June,Telangana,Medchal Malkajgiri,183,5053,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",0.3,7.08,1205,20,5.7,16,143,239,1.12,782,25
2023,June,Telangana,Medchal Malkajgiri,184,5054,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",1.4,7.32,914,8,3.09,7,140,71,0.84,558,25
2023,June,Telangana,Medchal Malkajgiri,185,5055,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",2,7.18,930,10,4.82,28,127,91,2.72,568,25
2023,June,Telangana,Medchal Malkajgiri,187,5057,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",0.3,7.46,1432,12,4.28,20,178,103,1.18,902,25
2023,June,Telangana,Medchal Malkajgiri,188,5058,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",2,7,1144,8,3.7,12,162,83,1.52,702,25
2023,June,Telangana,Medchal Malkajgiri,189,5059,"Gopi Cheruvu,  Lingampally, Serilingampally, Rangareddy Dist.",0.3,7.02,1368,18,3.94,10,172,158,2.34,856,25
2023,June,Telangana,Medchal Malkajgiri,190,5060,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",2,7,1144,8,3.7,12,162,83,1.52,702,25
2023,June,Telangana,Medchal Malkajgiri,191,5061,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",1.2,7.1,902,11,3.64,14,113,99,2.54,580,25
2023,June,Telangana,Medchal Malkajgiri,192,5062,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",2,7.18,930,10,4.82,28,127,91,2.72,568,25
2023,June,Telangana,Medchal Malkajgiri,194,5111,"Nagireddy Kunta (Yapral Cheruvu), Yapral",2.8,8.14,1888,3.4,6.46,24,224,42,3.86,1202,25
2023,June,Telangana,Medchal Malkajgiri,195,5112,"Kamuni Cheruvu, Kukatpally",0.3,8.03,1704,10,5.12,19,235,137,2.86,1068,25
2023,June,Telangana,Medchal Malkajgiri,196,5113,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",0.3,7.21,1052,10,4.02,9.2,178,188,1.1,644,25
2023,June,Telangana,Rangareddy,199,5116,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",0.3,7.21,1190,12,5.21,18,154,132,2.16,728,25
2023,June,Telangana,Rangareddy,201,5118,"Kotha Kunta, Haffezpet, Serilingampally (M)",0.3,7.16,1022,10,4.12,16,132,138,1.96,624,25
2023,June,Telangana,Rangareddy,202,5119,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",0.3,7.98,1154,10,4.58,22,132,262,2.84,744,25
2023,June,Telangana,Rangareddy,203,5120,"Thammidi Kunta, Khanamet, Serilingampally",0.3,7.12,1312,8,5.74,14,172,91,3.12,814,25
2023,June,Telangana,Rangareddy,204,5121,"Pale Cheruvu, Kattedan",0.3,6.94,1671,10,9.81,13,216,122,3.18,1004,25
2023,June,Telangana,Rangareddy,205,5122,"Mulagurd Lake (PJAU), Rajenderanagar,",0.3,6.9,3111,12,10.73,16,428,180,3.86,1978,25
2023,June,Telangana,Rangareddy,207,5124,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",5.8,7.14,654,2,3.16,5,96,24,0.4,402,25
2023,June,Telangana,Rangareddy,209,5126,"Bathula Cheruvu, Amangal, Hayathnagar",0.3,6.98,804,6,0.69,11,119,84,0.46,502,25
2023,June,Telangana,Rangareddy,210,5127,"Kummari Kunta, Amangal, Hayathnagar",0.3,7.61,844,12,5.6,12,141,199,2.44,502,25
2023,June,Telangana,Rangareddy,211,5128,"Palle Cheruvu, Mylardevpalli, Rajendranagar",0.3,6.88,1745,8,1.4,10,271,116,2.86,1048,25
2023,June,Telangana,Rangareddy,212,5129,"Erra Kunta, Laxmiguda, Rajenderanagar",0.3,7.17,1801,12,2.36,13,259,171,3.18,1166,25
2023,June,Telangana,Rangareddy,213,5130,"Pathikunta, Budwel, Rajendranagar",0.3,7.16,964,6,4.52,10,121,80,0.42,598,25
2023,June,Telangana,Rangareddy,214,5131,"Yellamma Cheruvu, Manikonda, Rajenderanagar",0.3,7.14,1180,6,7.64,14,164,87,2.24,720,25
2023,June,Telangana,Rangareddy,215,5132,"Malkam Cheruvu, Raidurgam, Serilingampally",3.3,7.22,1309,39,NA,29.5,220,140,BDL,758,25
2023,June,Telangana,Rangareddy,216,5133,"Chandana Cheruvu, Jillelguda,",0.3,7.56,1394,12,2.86,12,194,212,1.72,880,25
2023,June,Telangana,Rangareddy,217,5134,"Manthrala Cheruvu, Meerpet",0.3,6.68,1568,10,3.4,18,206,143,2.64,980,25
2023,July,Telangana,Shamshabad,58,1172,U/s of Musi at Gandipet (Osmansagar lake),6.2,7.82,444,1.8,0.58,4,44,8,0.4,264,25
2023,July,Telangana,Warangal Rural,59,1215,Madannapet Lake,6.1,7.82,382,1.4,0.89,14,37,18,0.4,235,25
2023,July,Telangana,Sangareddy,60,1780,Gandigudem Tank,5,7.12,1720,6.5,30,9,253,68,,1015,25
2023,July,Telangana,Medchal Malkajgiri,61,2358,Mallapur tank,0.3,8.12,2622,14,8.24,23,266,176,3.42,1720,25
2023,July,Telangana,Sangareddy,62,2347,Asani Kunta,NIL,6.68,4652,28,320,47.9,1120,472,,2791,25
2023,July,Telangana,Sangareddy,65,4243,"Isnapur Tank,",5.4,6.54,4010,8,84,11.2,700,510,,2202,25
2023,July,Telangana,Sangareddy,66,4302,Rudraram Tank,7,6.67,2316,5.2,60,11,387,236,,1308,25
2023,July,Telangana,Sangareddy,68,4241,"Chitkul Tank,",5.8,6.68,1796,3,32,6.5,325,124,,985,25
2023,July,Telangana,Sangareddy,69,4242,"Lakadaram Cheruvu,",6.1,7.89,1820,5.5,20,6.3,227,68,,1092,25
2023,July,Telangana,RR-shamshabad,71,1789,Himayathsagar lake,6.2,7.42,402,1.8,0.71,6,44,16,0.4,244,25
2023,July,Telangana,Medchal Malkajgiri,72,3069,"Shameerpet lake, Shameerpet",6,7.06,748,1.4,0.38,12,98,27,0.4,470,25
2023,July,Telangana,Medchal Malkajgiri,73,3078,"Pragathinagar cheruvu, Kukatpally",0.3,7.18,1119,8,4.76,19,140,82,2.84,694,25
2023,July,Telangana,Medchal Malkajgiri,74,2340,Lakshminarayana cheruvu,3,7.64,1605,5.4,7.68,14,188,66,2.82,1012,25
2023,July,Telangana,RR-shamshabad,76,4234,"Umda sagar lake, Shamshabad ",0.3,8.31,1344,8,12,14,180,92,2.6,848,25
2023,July,Telangana,Yadadri Bhuvanagiri,77,1464,Bibinagar Tank,5.5,7.38,1233,4.8,52,6,191,64,,740,25
2023,July,Telangana,Mulugu,78,3068,Ramappa lake,6.1,7.49,244,1,0.86,4,22,8,0.4,144,25
2023,July,Telangana,Warangal,79,1447,Dharmasagar tank,6,7.47,339,1.6,1.8,7,28,26,0.4,202,25
